Exercice ,Branche,Code Produit,Sous-Branche,Règlement,Day,Month,Year
2017,0,12,2,1000.0,28,12,2016
2014,0,12,2,1000.0,24,1,2014
2016,0,12,2,1000.0,26,12,2015
2020,0,11,2,2402400.0,3,7,2019
2014,0,5,1,4862215.76,21,10,2006
2021,0,5,1,4845000.0,23,11,2020
2014,0,5,1,4842372.26,17,7,2011
2016,0,12,2,1000.0,8,1,2016
2015,0,5,1,4820657.78,20,10,2014
2022,0,12,2,1000.0,19,11,2021
2015,0,11,2,2362500.0,2,7,2014
2020,0,5,1,4812938.09,18,9,2019
2015,0,12,2,1000.0,14,3,2015
2019,0,12,2,1000.0,1,6,2019
2015,0,12,2,1000.0,1,5,2013
2018,0,12,2,1000.0,9,4,2017
2014,0,5,1,4805510.81,18,4,2014
2023,0,11,2,2350000.0,16,12,2021
2020,0,12,2,1000.0,31,1,2020
2018,0,12,2,1000.0,5,11,2016
2018,0,11,2,2342583.0,21,6,2015
2022,0,5,1,4800000.0,27,5,2020
2014,0,12,2,1000.0,26,10,2013
2021,0,11,2,2330675.0,26,6,2021
2020,0,11,2,2292112.0,30,6,2018
2014,0,12,2,1000.0,3,7,2013
2017,0,5,1,4787623.5,28,7,2016
2014,0,12,2,1000.0,2,2,2011
2014,0,12,2,1000.0,1,8,2013
2014,0,12,2,1000.0,8,5,2014
2019,0,5,1,4784732.0,17,12,2013
2014,0,11,2,2286639.2,22,4,2011
2019,0,4,1,4755181.75,1,7,2018
2017,0,5,1,4750000.0,11,5,2016
2018,0,5,1,4723108.46,31,10,2017
2019,0,12,2,1000.0,5,1,2019
2017,0,12,2,1000.0,13,4,2017
2020,0,12,2,1000.0,28,12,2019
2019,0,5,1,4721323.0,23,4,2017
2020,0,5,1,4712105.0,27,5,2019
2014,0,5,1,4668676.68,1,6,2010
2023,0,5,1,4660773.5,9,2,2013
2023,0,5,1,4658195.14,26,1,2020
2016,0,5,1,4626073.55,8,9,2015
2017,0,5,1,4615845.49,19,8,2017
2020,0,5,1,4584456.8,22,3,2016
2018,0,11,2,2275697.0,16,8,2015
2019,0,11,2,2274668.0,17,2,2015
2020,0,5,1,4579130.72,9,11,2016
2022,0,5,1,4578492.01,13,12,2018
2021,0,11,2,2273400.0,11,3,2020
2015,0,16,3,1025.0,8,10,2015
2016,0,11,2,2250000.0,29,6,2014
2019,0,5,1,4571205.08,26,11,2018
2015,0,16,3,1028.57,19,5,2013
2016,0,16,3,1032.01,2,9,2012
2015,0,7,3,1040.0,2,5,2014
2014,0,5,1,4526856.72,31,3,2012
2018,0,5,1,4523190.45,8,4,2017
2022,0,5,1,4510134.0,13,11,2021
2017,0,11,2,2240000.0,3,7,2016
2016,0,11,2,2220000.0,18,9,2009
2014,0,5,1,4503271.44,20,1,2013
2019,0,4,1,4496594.2,6,7,2019
2017,0,11,2,2212297.84,22,1,2012
2017,0,12,2,1070.0,12,1,2016
2016,0,12,2,1070.0,28,3,2016
2018,0,12,2,1070.0,1,4,2016
2016,0,12,2,1070.0,17,11,2015
2017,0,12,2,1070.0,24,10,2015
2017,0,5,1,4481140.73,4,4,2017
2022,0,5,1,4480583.36,24,10,2020
2023,0,5,1,4479048.26,30,3,2022
2020,0,5,1,4464479.74,24,11,2019
2023,0,5,1,4436000.0,17,6,2021
2019,0,12,2,1090.0,23,2,2019
2017,0,12,2,1090.0,12,11,2016
2017,0,12,2,1090.0,10,12,2016
2018,0,12,2,1090.0,23,2,2018
2018,0,12,2,1090.0,9,7,2017
2017,0,12,2,1090.0,24,2,2017
2018,0,12,2,1090.0,8,10,2016
2019,0,12,2,1090.0,9,2,2019
2018,0,12,2,1090.0,18,10,2016
2017,0,12,2,1090.0,7,2,2017
2019,0,12,2,1090.0,7,12,2018
2020,0,12,2,1090.0,6,12,2016
2017,0,12,2,1090.0,17,3,2017
2018,0,12,2,1090.0,12,4,2018
2017,0,12,2,1090.0,29,11,2016
2018,0,12,2,1090.0,17,10,2016
2018,0,11,2,2200000.0,24,9,2016
2015,0,5,1,4408611.0,17,7,2014
2020,0,5,1,4407292.8,19,9,2019
2020,0,5,1,4400000.0,19,5,2011
2023,0,5,1,4396105.14,13,7,2008
2019,0,5,1,4381968.0,12,9,2018
2022,0,5,1,4366255.16,22,5,2018
2020,0,5,1,4361736.0,1,2,2020
2022,0,5,1,4331077.76,17,11,2018
2017,0,5,1,4319212.77,30,9,2016
2020,0,5,1,4286928.36,4,9,2019
2021,0,4,1,4255121.6,31,1,2021
2015,0,9,3,1100.0,8,1,2014
2018,0,5,1,4250638.26,29,2,2016
2021,0,5,1,4238873.0,9,4,2016
2016,0,5,1,4227759.16,11,7,2011
2017,0,12,2,1100.0,12,2,2017
2018,0,5,1,4222559.06,26,12,2017
2018,0,12,2,1100.0,31,12,2017
2018,0,4,1,4218810.0,23,8,2018
2014,0,12,2,1100.0,25,3,2013
2017,0,12,2,1100.0,2,12,2016
2023,0,4,1,4200300.0,26,6,2022
2022,0,5,1,4197000.0,7,6,2016
2016,0,5,1,4188664.67,24,10,2013
2016,0,5,1,4188200.97,9,10,2013
2020,0,5,1,4181625.0,29,7,2018
2023,0,11,2,2193450.0,1,2,2022
2015,0,5,1,4174331.9,12,5,2015
2015,0,5,1,4159063.89,2,7,2015
2016,0,5,1,4155094.06,3,8,2015
2023,0,5,1,4142580.0,11,8,2022
2022,0,4,1,4125000.0,9,8,2021
2017,0,12,2,1100.0,29,4,2017
2021,0,5,1,4116000.0,23,10,2017
2017,0,5,1,4114928.0,22,7,2016
2021,0,5,1,4110042.4,14,4,2021
2014,0,12,2,1100.0,12,5,2013
2016,0,5,1,4099603.26,6,2,2012
2018,0,5,1,4080518.35,20,12,2015
2017,0,5,1,4061695.6,8,9,2012
2017,0,5,1,4060000.0,15,7,2015
2020,0,5,1,4039897.2,20,2,2019
2019,0,4,1,4039400.0,20,11,2018
2019,0,4,1,4039400.0,6,10,2018
2019,0,4,1,4039400.0,7,5,2018
2017,0,12,2,1100.0,20,3,2017
2018,0,5,1,4031600.0,18,6,2017
2017,0,5,1,4023507.63,24,3,2017
2020,0,5,1,4019737.5,27,6,2020
2017,0,12,2,1100.0,13,3,2017
2023,0,11,2,2183000.0,8,6,2021
2016,0,5,1,3997539.85,27,7,2015
2017,0,5,1,3986000.0,29,11,2016
2021,0,5,1,3979157.7,1,9,2017
2014,0,11,2,2167542.0,30,6,2009
2017,0,11,2,2160000.0,25,10,2015
2023,0,5,1,3958095.0,8,3,2022
2023,0,4,1,3956941.27,19,3,2021
2020,0,4,1,3951214.77,8,7,2019
2023,0,4,1,3950000.0,13,8,2021
2020,0,16,3,1140.87,29,5,2018
2023,0,11,2,2157429.3,17,5,2019
2020,0,5,1,3940790.7,23,11,2019
2019,0,5,1,3935158.92,1,1,2019
2022,0,5,1,3908700.0,24,7,2017
2017,0,5,1,3884124.46,27,9,2016
2014,0,5,1,3858794.09,9,10,2010
2020,0,5,1,3846898.78,3,10,2019
2023,0,4,1,3816466.5,17,8,2022
2020,0,5,1,3803214.94,25,10,2018
2016,0,5,1,3800000.0,10,10,2015
2015,0,5,1,3799124.5,7,7,2014
2016,0,11,2,2149885.0,3,12,2013
2021,0,5,1,3792684.51,1,12,2020
2015,0,5,1,3789614.13,28,8,2011
2021,0,5,1,3786941.87,9,11,2021
2018,0,5,1,3784177.6,19,10,2017
2018,0,5,1,3771919.77,8,2,2016
2016,0,5,1,3765744.0,14,9,2016
2023,0,4,1,3750000.0,8,6,2022
2014,0,11,2,2139594.94,28,1,2013
2019,0,5,1,3718095.98,10,12,2012
2018,0,5,1,3687144.4,5,10,2013
2015,0,5,1,3682000.0,25,9,2014
2023,0,5,1,3681455.32,27,7,2022
2018,0,5,1,3662250.0,18,6,2017
2021,0,5,1,3650000.0,14,3,2017
2018,0,5,1,3640215.6,20,12,2017
2021,0,5,1,3631937.24,20,6,2021
2017,0,5,1,3630454.66,17,3,2016
2022,0,5,1,3626283.09,29,11,2020
2014,0,7,3,1160.0,3,11,2013
2017,0,5,1,3611874.02,28,7,2017
2014,0,6,1,1170.0,8,12,2014
2022,0,4,1,3591653.85,9,8,2021
2014,0,5,1,3580976.05,6,5,2013
2022,0,5,1,3560389.97,31,7,2020
2017,0,7,3,1175.0,13,6,2017
2022,0,11,2,2132962.0,13,12,2017
2020,0,4,1,3546902.85,12,4,2020
2014,0,5,1,3546476.34,31,1,2013
2018,0,5,1,3526012.8,14,12,2016
2021,0,4,1,3511551.41,8,11,2020
2019,0,11,2,2126630.0,17,12,2016
2021,0,5,1,3510500.0,10,3,2021
2023,0,5,1,3507182.0,28,1,2021
2019,0,9,3,1193.04,6,10,2019
2017,0,11,2,2126092.0,30,5,2014
2018,0,16,3,1200.0,24,7,2017
2019,0,12,2,1200.0,2,10,2018
2017,0,11,2,2124263.0,21,8,2014
2019,0,12,2,1200.0,3,10,2019
2021,0,5,1,3503027.03,31,12,2012
2016,0,9,3,1200.0,7,5,2015
2018,0,11,2,2115880.0,3,6,2016
2020,0,4,1,3501743.09,26,4,2020
2018,0,12,2,1200.0,16,12,2017
2020,0,11,2,2115493.0,15,9,2015
2014,0,12,2,1200.0,11,11,2013
2023,0,11,2,2109955.92,24,10,2019
2021,0,11,2,2109587.43,8,3,2017
2019,0,11,2,2108638.0,27,7,2016
2017,0,9,3,1200.0,29,8,2014
2014,0,5,1,3497043.04,6,9,2009
2019,0,12,2,1200.0,23,4,2019
2023,0,5,1,3490000.0,2,9,2019
2022,0,4,1,3470800.0,9,8,2021
2017,0,5,1,3468660.01,25,5,2016
2016,0,11,2,2108380.0,16,7,2013
2019,0,12,2,1200.0,18,11,2016
2023,0,5,1,3466425.0,10,6,2023
2017,0,11,2,2096026.94,19,10,2016
2021,0,5,1,3456477.53,12,11,2020
2015,0,5,1,3454370.15,21,8,2014
2015,0,5,1,3452000.0,6,11,2014
2014,0,12,2,1200.0,27,4,2013
2018,0,12,2,1200.0,18,2,2017
2017,0,9,3,1200.0,19,11,2016
2022,0,4,1,3450924.63,10,8,2021
2014,0,12,2,1200.0,2,4,2013
2022,0,4,1,3439530.0,19,1,2021
2014,0,12,2,1200.0,7,12,2013
2016,0,12,2,1200.0,5,5,2016
2023,0,5,1,3436156.12,8,5,2021
2023,0,5,1,3436156.12,14,5,2021
2019,0,12,2,1200.0,3,6,2018
2023,0,5,1,3432627.2,31,5,2023
2020,0,12,2,1200.0,8,10,2017
2018,0,12,2,1200.0,6,10,2017
2019,0,12,2,1200.0,29,9,2019
2016,0,11,2,2088383.0,25,3,2013
2022,0,11,2,2072000.0,5,12,2020
2018,0,5,1,3419073.0,7,9,2018
2017,0,12,2,1200.0,22,10,2016
2014,0,5,1,3400377.5,16,6,2014
2016,0,11,2,2061600.0,24,5,2005
2020,0,11,2,2030000.0,17,11,2015
2015,0,16,3,1208.38,16,4,2012
2015,0,11,2,2016700.0,19,9,2004
2020,0,10,1,3399629.79,18,6,2018
2019,0,5,1,3391127.0,28,10,2018
2014,0,5,1,3383738.8,27,7,2010
2014,0,16,3,1229.98,29,5,2013
2021,0,5,1,3381116.18,10,9,2017
2022,0,4,1,3369100.0,9,8,2021
2015,0,5,1,3366183.46,31,8,2013
2023,0,4,1,3365300.0,26,6,2022
2017,0,5,1,3360262.82,25,12,2016
2023,0,11,2,2011160.0,20,6,2020
2014,0,11,2,2007000.0,28,6,2013
2023,0,4,1,3355224.41,9,8,2020
2023,0,5,1,3346825.0,11,12,2022
2019,0,5,1,3311925.12,20,3,2019
2022,0,4,1,3297700.0,11,5,2021
2019,0,5,1,3291200.0,18,1,2017
2015,0,11,2,2006000.0,13,3,2013
2021,0,11,2,2005213.92,1,7,2019
2016,0,5,1,3288428.45,10,1,2016
2018,0,5,1,3282562.91,28,8,2017
2016,0,11,2,2003000.0,30,1,2013
2016,0,7,3,1250.0,25,1,2016
2014,0,11,2,2002800.0,17,9,2010
2019,0,5,1,3280815.24,31,1,2019
2014,0,5,1,3279000.0,3,8,2012
2016,0,7,3,1261.0,7,11,2016
2018,0,16,3,1261.13,9,7,2017
2020,0,11,2,2000750.0,2,5,2019
2021,0,5,1,3269004.62,26,3,2019
2022,0,4,1,3262000.0,10,8,2021
2017,0,12,2,1270.0,4,10,2016
2022,0,4,1,3237180.97,24,3,2019
2016,0,5,1,3236496.1,1,7,2015
2021,0,11,2,2000000.02,29,12,2020
2019,0,5,1,3209000.0,17,2,2019
2018,0,5,1,3205260.0,15,4,2018
2018,0,9,3,1270.0,31,1,2018
2023,0,5,1,3192500.0,15,2,2020
2021,0,11,2,2000000.0,13,8,2019
2021,0,5,1,3190000.0,4,8,2020
2022,0,11,2,2000000.0,1,1,2016
2023,0,0,3,1270.0,16,4,2023
2023,0,4,1,3188350.75,17,8,2022
2014,0,11,2,2000000.0,17,12,2010
2019,0,5,1,3174701.13,18,2,2019
2015,0,11,2,2000000.0,16,7,2014
2014,0,11,2,2000000.0,12,9,2011
2021,0,11,2,2000000.0,4,5,2017
2016,0,5,1,3173428.0,8,3,2016
2020,0,11,2,2000000.0,8,12,2015
2019,0,16,3,1280.0,2,12,2018
2016,0,11,2,2000000.0,19,4,2015
2018,0,5,1,3172383.48,3,8,2017
2022,0,4,1,3172250.0,23,6,2021
2017,0,5,1,3149529.4,4,12,2016
2020,0,4,1,3147121.53,10,9,2019
2020,0,11,2,2000000.0,1,10,2020
2017,0,5,1,3143683.13,5,2,2015
2022,0,5,1,3137000.0,1,6,2019
2017,0,5,1,3110000.0,15,7,2017
2015,0,5,1,3108805.58,1,7,2015
2020,0,5,1,3096448.23,30,1,2019
2021,0,4,1,3093343.65,2,10,2020
2022,0,5,1,3091000.0,3,8,2021
2022,0,4,1,3090834.66,14,11,2018
2017,0,11,2,2000000.0,3,4,2013
2018,0,5,1,3084889.0,15,10,2015
2020,0,5,1,3037540.0,22,12,2019
2020,0,5,1,3037372.22,11,7,2019
2022,0,4,1,3033000.0,13,8,2021
2019,0,11,2,2000000.0,26,9,2018
2019,0,5,1,3027209.45,15,8,2018
2015,0,5,1,3026888.85,20,5,2015
2017,0,5,1,3022445.02,18,12,2016
2020,0,5,1,3012368.0,23,2,2019
2018,0,7,3,1300.0,10,3,2018
2016,0,5,1,3001579.24,21,5,2014
2022,0,5,1,3000000.0,29,12,2020
2017,0,11,2,2000000.0,1,4,2014
2023,0,5,1,3000000.0,4,7,2023
2021,0,5,1,2995000.0,8,3,2021
2021,0,5,1,2976700.0,8,9,2019
2022,0,4,1,2975400.0,9,8,2021
2019,0,11,2,2000000.0,28,8,2017
2015,0,5,1,2972603.4,19,12,2013
2021,0,11,2,2000000.0,14,9,2019
2016,0,5,1,2962467.46,10,8,2015
2020,0,4,1,2955282.66,13,7,2020
2018,0,12,2,1300.0,24,2,2018
2016,0,5,1,2947365.05,31,5,2015
2020,0,4,1,2940787.5,5,9,2019
2022,0,5,1,2937896.58,4,9,2018
2014,0,5,1,2937091.3,29,5,2012
2014,0,5,1,2935701.72,6,7,2011
2020,0,12,2,1300.0,29,2,2020
2022,0,4,1,2932500.0,9,8,2021
2014,0,11,2,2000000.0,16,9,2013
2018,0,12,2,1300.0,2,1,2018
2023,0,12,2,1300.0,20,12,2022
2016,0,5,1,2931071.8,25,10,2015
2014,0,5,1,2924922.94,29,11,2012
2022,0,4,1,2906000.0,9,8,2021
2022,0,5,1,2894135.92,6,6,2021
2022,0,5,1,2890733.08,31,3,2019
2016,0,8,1,2880000.0,13,3,2014
2018,0,11,2,1999999.97,10,11,2015
2014,0,5,1,2863387.75,13,4,2009
2020,0,4,1,2861660.0,14,9,2020
2016,0,5,1,2851538.46,3,6,2014
2022,0,4,1,2842000.0,13,8,2021
2017,0,11,2,1999999.61,22,4,2016
2017,0,11,2,1999999.19,22,2,2014
2022,0,11,2,1968483.0,22,6,2017
2016,0,5,1,2839282.32,14,9,2016
2014,0,5,1,2796490.7,6,1,2011
2017,0,5,1,2794650.0,28,3,2017
2019,0,5,1,2791593.36,26,5,2016
2022,0,5,1,2790000.0,25,11,2021
2022,0,11,2,1947448.0,11,12,2019
2018,0,5,1,2775915.06,12,11,2017
2022,0,5,1,2771504.21,2,1,2021
2021,0,5,1,2766021.84,21,2,2021
2014,0,5,1,2765683.62,1,1,2011
2022,0,4,1,2756000.0,9,8,2021
2016,0,5,1,2749216.0,23,8,2015
2023,0,5,1,2747601.03,1,3,2022
2020,0,4,1,2740165.83,14,2,2018
2022,0,4,1,2730000.0,13,8,2021
2023,0,5,1,2724197.6,4,3,2020
2023,0,5,1,2718003.05,9,10,2017
2020,0,5,1,2708215.0,23,9,2019
2015,0,5,1,2707220.0,11,4,2013
2022,0,5,1,2701319.7,1,8,2021
2023,0,5,1,2700000.0,23,4,2023
2020,0,5,1,2700000.0,9,8,2020
2020,0,5,1,2697549.52,24,9,2019
2022,0,5,1,2692894.78,10,10,2018
2020,0,5,1,2690757.75,16,3,2017
2021,0,5,1,2689500.0,10,2,2021
2020,0,5,1,2686620.13,13,12,2018
2014,0,11,2,1945077.0,5,7,2010
2017,0,11,2,1915021.0,22,9,2015
2020,0,5,1,2686022.82,2,1,2017
2023,0,5,1,2681860.5,11,10,2023
2014,0,5,1,2681000.0,19,11,2013
2023,0,4,1,2674236.99,22,11,2021
2023,0,5,1,2672937.03,14,11,2022
2019,0,5,1,2670247.5,30,10,2018
2021,0,5,1,2668450.0,12,9,2017
2015,0,5,1,2667286.71,27,8,2015
2022,0,4,1,2666870.05,10,2,2021
2022,0,5,1,2661102.1,27,8,2020
2023,0,4,1,2659000.0,6,6,2020
2017,0,5,1,2654644.44,13,10,2016
2022,0,5,1,2651913.66,4,6,2020
2017,0,5,1,2650695.97,17,4,2016
2017,0,5,1,2650000.0,7,2,2017
2023,0,4,1,2644592.01,19,4,2022
2022,0,5,1,2642913.18,18,12,2021
2021,0,5,1,2642610.04,8,10,2021
2022,0,4,1,2641072.61,3,4,2022
2022,0,5,1,2637498.5,18,8,2020
2023,0,11,2,1911433.0,11,8,2019
2023,0,4,1,2633508.0,18,8,2022
2022,0,5,1,2628050.48,12,2,2022
2017,0,5,1,2620386.23,21,12,2016
2023,0,4,1,2616171.75,13,3,2023
2020,0,5,1,2615157.24,19,2,2019
2022,0,5,1,2604905.94,23,3,2022
2022,0,11,2,1905260.08,30,6,2014
2023,0,5,1,2604063.18,14,6,2023
2023,0,11,2,1902809.98,21,1,2022
2023,0,11,2,1901049.6,8,6,2021
2019,0,5,1,2602847.57,27,6,2019
2014,0,5,1,2600000.0,12,10,2010
2016,0,5,1,2589185.94,1,3,2016
2022,0,5,1,2579969.17,31,1,2021
2022,0,4,1,2579400.0,15,2,2022
2020,0,4,1,2564912.15,9,8,2019
2018,0,5,1,2563774.25,20,1,2017
2018,0,5,1,2556000.0,28,12,2017
2016,0,5,1,2553560.97,20,10,2015
2021,0,12,2,1300.0,23,10,2021
2020,0,5,1,2549560.0,24,5,2019
2021,0,5,1,2549466.46,17,5,2019
2016,0,5,1,2545950.0,11,1,2016
2015,0,11,2,1900000.0,6,12,2014
2018,0,5,1,2542570.03,2,5,2018
2018,0,11,2,1883750.0,29,9,2015
2017,0,9,3,1310.0,27,8,2017
2021,0,5,1,2519000.0,19,7,2017
2018,0,5,1,2517838.0,11,2,2018
2015,0,11,2,1874340.0,28,7,2013
2021,0,4,1,2517663.72,24,4,2019
2019,0,5,1,2516623.29,3,11,2018
2014,0,5,1,2512500.0,23,6,2012
2023,0,0,3,1315.15,7,5,2023
2015,0,11,2,1871189.88,19,7,2013
2019,0,5,1,2508977.62,11,12,2018
2019,0,5,1,2503720.08,25,7,2018
2022,0,5,1,2500000.0,14,6,2020
2019,0,7,3,1322.58,28,5,2018
2023,0,11,2,1870360.26,29,12,2019
2022,0,5,1,2484862.99,30,4,2021
2015,0,11,2,1867170.0,10,8,2014
2022,0,5,1,2481598.01,5,8,2022
2022,0,5,1,2471848.15,24,8,2020
2014,0,5,1,2461622.62,12,7,2014
2014,0,7,3,1330.0,5,5,2014
2018,0,4,1,2446800.0,6,1,2018
2023,0,16,3,1330.71,24,2,2014
2021,0,16,3,1330.71,2,11,2015
2018,0,11,2,1866000.0,12,7,2017
2014,0,5,1,2442015.23,24,3,2013
2022,0,4,1,2440000.0,9,8,2021
2016,0,5,1,2434537.5,25,1,2015
2022,0,5,1,2430496.59,10,6,2021
2015,0,0,3,1340.0,16,8,2011
2022,0,4,1,2410500.0,13,8,2021
2023,0,11,2,1858000.0,16,2,2021
2018,0,5,1,2404704.54,3,8,2017
2021,0,7,3,1340.0,20,8,2021
2022,0,4,1,2403000.0,9,8,2021
2019,0,5,1,2395877.0,10,6,2019
2023,0,5,1,2390907.6,27,6,2021
2015,0,5,1,2388400.0,24,7,2015
2019,0,4,1,2385636.02,16,5,2017
2018,0,5,1,2382253.01,17,10,2018
2017,0,5,1,2378424.6,6,1,2017
2021,0,5,1,2378173.64,25,6,2020
2014,0,5,1,2372979.82,17,7,2012
2021,0,4,1,2362841.88,1,7,2020
2023,0,5,1,2362812.0,10,5,2009
2018,0,5,1,2360000.0,11,7,2018
2021,0,5,1,2351894.53,27,9,2021
2023,0,5,1,2350605.0,21,2,2021
2015,0,5,1,2331949.94,19,10,2011
2014,0,11,2,1857850.0,1,1,2012
2019,0,5,1,2317000.0,14,7,2018
2014,0,5,1,2311200.0,31,7,2012
2014,0,11,2,1850000.0,9,8,2013
2020,0,11,2,1830000.0,11,8,2013
2023,0,4,1,2303319.45,16,12,2022
2021,0,9,3,1350.0,20,11,2020
2021,0,5,1,2300116.43,13,4,2021
2020,0,5,1,2300000.0,31,5,2019
2022,0,4,1,2298500.0,13,8,2021
2018,0,11,2,1828189.94,10,12,2014
2014,0,5,1,2294454.0,16,4,2014
2022,0,5,1,2293340.0,17,1,2021
2016,0,5,1,2285712.0,23,11,2013
2014,0,11,2,1826500.0,23,3,2010
2014,0,11,2,1821630.85,23,7,2009
2022,0,5,1,2285073.35,18,3,2021
2016,0,5,1,2281125.0,16,11,2015
2023,0,5,1,2276636.51,11,11,2022
2020,0,5,1,2275817.46,19,7,2019
2018,0,5,1,2267806.93,18,9,2018
2021,0,5,1,2262668.94,3,10,2020
2020,0,5,1,2262440.0,21,5,2018
2016,0,11,2,1804903.54,16,5,2015
2019,0,11,2,1800000.0,11,10,2013
2023,0,4,1,2262000.0,9,8,2021
2017,0,5,1,2259882.23,4,10,2014
2020,0,5,1,2250000.0,25,11,2017
2014,0,7,3,1352.0,1,12,2013
2015,0,7,3,1352.53,21,4,2015
2018,0,5,1,2248750.0,1,2,2012
2020,0,11,2,1780000.0,23,2,2018
2023,0,5,1,2246686.92,14,3,2022
2014,0,7,3,1358.0,5,5,2014
2021,0,5,1,2246391.52,16,5,2021
2022,0,5,1,2245200.0,28,4,2017
2020,0,11,2,1759930.0,23,7,2017
2018,0,11,2,1753000.76,25,1,2018
2020,0,5,1,2243977.78,24,7,2019
2019,0,11,2,1735657.31,25,8,2012
2021,0,0,3,1360.0,20,4,2021
2019,0,5,1,2242440.0,30,12,2018
2016,0,7,3,1360.0,28,8,2015
2017,0,7,3,1360.0,11,11,2017
2023,0,11,2,1735360.0,21,6,2022
2017,0,5,1,2240598.31,2,3,2015
2023,0,4,1,2231444.07,12,12,2021
2021,0,4,1,2228181.74,6,8,2020
2014,0,16,3,1364.29,12,9,2012
2023,0,5,1,2223792.9,7,6,2020
2016,0,11,2,1735200.0,11,3,2016
2015,0,7,3,1370.0,13,7,2014
2020,0,4,1,2211910.0,13,3,2020
2018,0,11,2,1731600.0,1,7,2018
2016,0,5,1,2210233.3,17,1,2015
2019,0,5,1,2208618.0,31,10,2018
2022,0,5,1,2185660.0,1,2,2022
2022,0,11,2,1730000.0,19,3,2022
2021,0,5,1,2185333.38,20,1,2019
2023,0,4,1,2182295.28,8,5,2023
2023,0,4,1,2182295.28,30,9,2021
2014,0,7,3,1380.0,18,11,2013
2014,0,7,3,1380.0,27,9,2013
2017,0,4,1,2181132.0,15,1,2017
2019,0,5,1,2169315.06,11,6,2019
2022,0,5,1,2165256.12,12,4,2020
2022,0,4,1,2162132.52,20,4,2021
2022,0,5,1,2154121.32,31,7,2020
2015,0,5,1,2142984.28,2,12,2013
2021,0,5,1,2139654.02,24,5,2021
2023,0,5,1,2134779.32,10,8,2023
2016,0,5,1,2123785.25,25,3,2015
2017,0,5,1,2120000.0,26,5,2014
2016,0,5,1,2118922.88,10,4,2015
2016,0,5,1,2114750.0,14,9,2015
2020,0,5,1,2111589.99,3,8,2019
2018,0,5,1,2110076.0,5,3,2018
2014,0,7,3,1380.0,12,11,2013
2016,0,4,1,2108166.33,20,4,2016
2020,0,5,1,2100594.5,21,9,2019
2023,0,4,1,2091664.0,13,9,2022
2017,0,5,1,2087110.5,22,1,2017
2014,0,5,1,2079584.0,2,2,2011
2023,0,5,1,2076593.19,15,6,2023
2018,0,4,1,2075102.0,5,9,2018
2021,0,4,1,2074880.0,18,3,2021
2023,0,0,3,1390.0,13,6,2023
2017,0,5,1,2073257.5,25,2,2017
2018,0,5,1,2071290.0,14,5,2018
2023,0,3,3,1390.0,14,6,2023
2014,0,5,1,2069642.34,5,3,2011
2022,0,4,1,2065500.0,13,8,2021
2022,0,11,2,1728895.0,26,6,2021
2021,0,5,1,2065310.0,27,6,2020
2016,0,11,2,1725792.51,8,7,2015
2015,0,5,1,2056497.15,9,5,2014
2016,0,5,1,2056119.48,25,12,2013
2018,0,5,1,2054422.93,2,2,2017
2015,0,5,1,2046808.54,9,10,2014
2021,0,5,1,2037095.0,25,8,2019
2015,0,5,1,2031700.0,26,4,2013
2019,0,8,1,2031210.0,21,7,2018
2015,0,11,2,1721458.0,10,5,2008
2014,0,5,1,2020553.46,11,4,2013
2016,0,5,1,2017050.0,8,10,2015
2018,0,4,1,2016000.0,10,9,2018
2015,0,11,2,1707182.87,10,11,2012
2022,0,4,1,2015500.0,13,8,2021
2023,0,5,1,2002422.87,21,12,2020
2021,0,5,1,2000000.0,8,10,2020
2021,0,11,2,1702500.0,26,7,2020
2016,0,5,1,2000000.0,14,10,2015
2019,0,5,1,2000000.0,1,1,2019
2023,0,5,1,1999000.0,7,4,2023
2023,0,5,1,1997361.76,1,12,2014
2020,0,5,1,1996500.0,11,3,2019
2023,0,5,1,1996114.91,15,4,2023
2018,0,5,1,1991217.73,16,5,2017
2014,0,5,1,1990990.0,30,7,2013
2017,0,5,1,1990083.94,24,10,2016
2021,0,11,2,1699470.0,8,7,2016
2015,0,12,2,1400.0,10,4,2014
2014,0,11,2,1690213.92,27,12,2009
2020,0,5,1,1982570.96,8,9,2019
2016,0,12,2,1400.0,3,12,2015
2015,0,5,1,1982551.93,4,11,2015
2015,0,12,2,1400.0,14,2,2015
2022,0,5,1,1979093.76,30,5,2022
2020,0,11,2,1680784.0,24,7,2019
2016,0,12,2,1400.0,2,1,2016
2016,0,12,2,1400.0,23,12,2015
2019,0,11,2,1678610.0,29,11,2018
2018,0,11,2,1674500.0,20,11,2017
2022,0,4,1,1977109.76,25,4,2021
2022,0,12,2,1400.0,12,4,2022
2014,0,12,2,1400.0,23,11,2013
2023,0,11,2,1673500.0,10,6,2014
2015,0,12,2,1400.0,18,1,2013
2021,0,11,2,1668920.0,24,6,2017
2019,0,11,2,1668036.6,17,1,2013
2014,0,12,2,1400.0,28,3,2014
2016,0,11,2,1659240.84,13,5,2013
2014,0,5,1,1976028.95,1,9,2009
2017,0,5,1,1975542.42,26,1,2017
2023,0,11,2,1652420.0,1,7,2022
2020,0,4,1,1971495.0,12,4,2020
2016,0,12,2,1400.0,5,3,2016
2019,0,5,1,1971365.44,24,7,2017
2016,0,12,2,1400.0,31,1,2016
2016,0,12,2,1400.0,29,4,2016
2014,0,5,1,1966975.42,24,4,2011
2015,0,12,2,1400.0,16,12,2013
